source,cn_text,toxicity,insult,threat,offensiveness
CONAN,L'islam est une des religions minoritaires dans ce pays et elle l'est durablement. Croire qu'il y a un complot extra terrestre d'islamiser la France est un pur délire. Une grande partie des musulmans français est issue de l'immigration. On a fait venir les parents et grand-parents comme main d'oeuvre bon marché et docile. Il s'avère qu'ils étaient en grande partie aussi musulmans et attachés à leur pratique religieuse. Et leurs enfants et petits-enfants aussi en grande majorité.,0.002732454100623727,0.000255340215517208,0.00013685574231203645,0.79548579454422
CONAN,Il n'existe pas de Musulmanie où émigrer.,0.06403050571680069,0.001544592552818358,0.0006832346552982926,0.7894652485847473
CONAN,"Of all the mass shootings that took place in the US in 2018, all were committed by white men. Were they terrorists too or just 'lone wolves' with mental health issues as the media says?",0.010288150981068611,0.0008484747377224267,0.0003086789511144161,0.6386392116546631
CONAN,Islam is a non-violent religion.,0.07903091609477997,0.0021108665969222784,0.00116017647087574,0.7659191489219666
CONAN,Les terroristes n'ont rien de musulmans.,0.05295465141534805,0.0012052188394591212,0.0007281562429852784,0.6504076719284058
CONAN,"Si je vous insupporte, vous pouvez regarder ailleurs.",0.02408788539469242,0.0007847108645364642,0.00024257952463813126,0.8157086968421936
CONAN,L'italia è uno stato laico. Il crocifisso a scuola non dovrebbe esserci.,0.03446762263774872,0.0010470403358340263,0.00029129450558684766,0.7042227387428284
CONAN,"Il fenomeno del terrorismo va sicuramente tenuto sotto controllo, ma lei ha idea di quanti musulmani ci siano nel mondo, e quanti terroristi?",0.09519386291503906,0.0018552453257143497,0.0006589444819837809,0.6146611571311951
CONAN,"I agree that ISIS is an evil aberration, but to extend this to include up to 3 million people just in the UK is just plain silly.",0.03724916651844978,0.002135012997314334,0.0003635221510194242,0.5727372169494629
CONAN,Le principali vittime degli attacchi terroristici sono gli islamici.,0.23957432806491852,0.006265017203986645,0.00178034626878798,0.6355044841766357
CONAN,Invece è un segno di rispetto: non tutti professiamo la medesima religione.,0.02742503210902214,0.0007733787060715258,0.0003145381051581353,0.7248583436012268
CONAN,"When I last looked there were very few words, just pictures of chocolates, that what makes us want chocolate and sells the eggs.",0.0006477191927842796,0.00017546393792144954,0.00012038761633448303,0.8912060260772705
CONAN,Il terrorismo in generale ha l'obiettivo di diffondere odio e paura e lei con questo commento li sta solo aiutando.,0.06776731461286545,0.0013908803230151534,0.0006587539101019502,0.6077060699462891
CONAN,"Si vous continuez à les détester, cela peut être le cas. Vous devriez traiter les gens comme vous le souhaitez.",0.20892338454723358,0.006287750788033009,0.0007350153755396605,0.8113076686859131
CONAN,Le voile fait partie de la laicité point barre.,0.0009943570476025343,0.00018918902787845582,0.00010276662214891985,0.7598940134048462
CONAN,"Est ce que je vous interpelle sur votre propre habillement, votre maquillage ou votre parfum?",0.009632465429604053,0.00043942424235865474,0.00017433757602702826,0.8390939235687256
CONAN,"Yes, that is a great 'civilized' way to maintain your 'civilized' country from these terrible 'uncivilized' people.",0.03682077303528786,0.0015689744614064693,0.00043808919144794345,0.6124090552330017
CONAN,"No one is allowed to rape anyone. There is no double standards, criminals go to prison, and religion and nationality have nothing to deal with it.",0.2534433603286743,0.005606196355074644,0.0071576363407075405,0.6100571751594543
CONAN,"Partendo dal presupposto che non esiste nessuna religione araba, italiana, spagnola, australiana ecc. E poi tutte le religioni hanno la propria parte di testimonianza e diffusione della parola. Soprattutto testimono di geova e cristiani. Ma non ho mai sentito di mussulmani, se a loro si sta riferendo, che hanno cercato di imporre la propria religione magari con la forza.",0.10168471187353134,0.002356035402044654,0.0008082889253273606,0.7101155519485474
CONAN,"S'habiller un peu plus si ont est religieux est normal, je ne vois pas de rapport avec la politique",0.023016035556793213,0.0007214221986941993,0.00026108624297194183,0.7550914287567139
CONAN,"The same could be said for most other major religions, but have you singled out Islam here to suit your own agenda?",0.0010470678098499775,0.0001953628088813275,0.00012518127914518118,0.909069299697876
CONAN,Does prohibiton of anything ever work? I though religious tolerance was one of our 'British values'?,0.0008622240275144577,0.00017880277300719172,0.00011624178296187893,0.9036858677864075
CONAN,Les pays occidentaux viennent souvent eux même attiser les haines dans ces pays.,0.006512681022286415,0.00036384788108989596,0.0001370147947454825,0.7794802188873291
CONAN,Do you know that much about Muslim culture? Dominating and destroying is not about them. You should first talk to experts in religion and them make up your opinion. Do not repeat stereotypes!,0.008922340348362923,0.0003885308688040823,0.0002477857924532145,0.7643297910690308
CONAN,"C'est l'argument de ceux qui ont peur de la diffèrence, peur de l'autre.",0.011042595840990543,0.0005180226871743798,0.00014016006025485694,0.7975812554359436
CONAN,Il fanatismo è sempre pericoloso ma non si combatte se quando c è con altro fanatismo.,0.11690123379230499,0.002524993382394314,0.0005329897976480424,0.6836193203926086
CONAN,All the women I know wearing headscarves make their lives without asking anyone.,0.07370536774396896,0.0021095904521644115,0.0005080107366666198,0.8139800429344177
CONAN,"All known terrorists had no Islamic practice until then, their profile is known to everyone!",0.06152663379907608,0.0025180659722536802,0.0012516218703240156,0.7250748872756958
CONAN,Je sens un coeur plein de haine. Vous vous sentiriez lésé par votre ombre.,0.032651107758283615,0.0009841284481808543,0.00027024871087633073,0.8052564859390259
CONAN,"At school should be taught to respect everyone, regardless of their religion.",0.0008330096607096493,0.00018083797476720065,0.00013504040543921292,0.7909860610961914
CONAN,What you have just said is hate speech.,0.049508970230817795,0.0009039174183271825,0.0004002694331575185,0.5669441819190979
CONAN,Maybe you have too little trust in the society in which you live. Close contact with different cultures does not necessarily undergo conditioning.,0.0008401889353990555,0.00019957759650424123,0.00014135836681816727,0.8011065721511841
CONAN,This is the political class supported by the media that make it a problem.,0.000875003170222044,0.00018176058074459434,0.00010690367344068363,0.6549810767173767
CONAN,Aucun autre pays ne se pose ce type de question!,0.005410455167293549,0.0003242676320951432,0.00011503380665089935,0.7951241135597229
CONAN,Think you are digging yourself into a bit of a hole there.,0.14097176492214203,0.005004373379051685,0.0009127393714152277,0.5338491797447205
CONAN,Née en France et musulmane je vois pas pq je quitterais le pays ds lequel j'ai grandit!,0.04684453085064888,0.0011859540827572346,0.000305264227790758,0.8260965943336487
CONAN,"I am not sure what values you are ascribing to us, but forced repatriation.",0.0007346355123445392,0.00018113756959792227,0.00012204360245959833,0.8608923554420471
CONAN,"Honnêtement, ce genre de commentaire ne mérite même pas de réponse.",0.0011662007309496403,0.00020254905393812805,0.00011043033009627834,0.7891435027122498
CONAN,Women do not need you to express the opinion in their place.,0.2230745255947113,0.005734736565500498,0.0011091886553913355,0.8316012620925903
CONAN,"Speriamo che chiamino buoni architetti, la mia parrocchia sembra un enorme garage di cemento.",0.09282652288675308,0.0027052834630012512,0.00046377850230783224,0.661038875579834
CONAN,The uneducated who wrote this message gives meaningless shortcuts by annealing the woman to an object. How absurd!,0.06986073404550552,0.003577870549634099,0.00021156820002943277,0.7444926500320435
CONAN,"Les femmes voilées travaillent en tant que médecins, enseignantes, chercheuses, artistes.",0.03000556118786335,0.0012155378935858607,0.0002220982569269836,0.7845301032066345
CONAN,"The rapist is a typical Italian product, I would say.",0.3648511469364166,0.042517922818660736,0.0017225098563358188,0.5687506794929504
CONAN,"Trovo il suo commento estremamente violento, mi preoccupa.",0.07918380945920944,0.0013095083413645625,0.0006655564066022635,0.6268177628517151
CONAN,"Le voile / foulard est de l'ordre du privé, la politique est publique.",0.0015183453215286136,0.00020572906942106783,0.00010926200047833845,0.7630378007888794
CONAN,"Ah, are they all the same?",0.0009160548215731978,0.0001857019669841975,0.00010418531019240618,0.9099541306495667
CONAN,I cannot believe it! Looks like another scammy news which is actually not true.,0.09078556299209595,0.003321016440168023,0.0002542056026868522,0.5275801420211792
CONAN,"Their god is the same as ours, do you know? Islam recognizes Jesus as a prophet, Muhammad's predecessor.",0.0024323170073330402,0.00022385644842870533,0.0001447840768378228,0.8598517775535583
CONAN,Who said spare the cane spoil the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.,0.03335190191864967,0.001320695853792131,0.0004461692296899855,0.5925358533859253
CONAN,"According to the Institute for Economics and Peace, a think tank which has produced the Global Peace index for the past 10 years, only Botswana, Chile, Costa Rica, Japan, Mauritius, Panama, Qatar, Switzerland, Uruguay and Vietnam are free from conflict. Qatar has a sizable number of followers of Islam apparently.",0.0005704554496333003,0.00017580339044798166,0.00012679082283284515,0.8729525804519653
CONAN,"Quelli che lei definisce assassini sono una parte molto piccola degli stranieri che arrivano in Italia. Questa piccola parte non è diversa dagli altri criminali che uccidono in Italia. Non si può chiamare tutti i musulmani assassini, né attribuire loro l'aggettivo di bestie. Loro sono uomini come tutti noi e se fanno qualcosa che va contro la legge sono puniti come criminali qualunque, non vengono puniti per essere musulmani.",0.5067375302314758,0.025487694889307022,0.004004910588264465,0.6835834980010986
CONAN,How can you say a person is a potential terrorist?,0.0927937775850296,0.003641098504886031,0.0006963046034798026,0.5458824038505554
CONAN,"Ai musulmani a differenza nostra della religione importa, e vogliono poterla praticare in luoghi adeguati, senza togliere spazio a nessuno.",0.010013655759394169,0.0005065589211881161,0.0001645931479288265,0.6841215491294861
CONAN,Connais tu toutes les femmes voilées pour affirmer cela?,0.021611766889691353,0.0007214407669380307,0.00022463987988885492,0.8152745962142944
CONAN,This is not true. How can you say this about an entire faith?,0.0008045845315791667,0.00017454383487347513,0.00011504587746458128,0.787467896938324
CONAN,"L'islam è una religione d'amore, il fondamentalismo della jihad non è islamismo.",0.00328154768794775,0.0002445627760607749,0.000136466245749034,0.7299522161483765
CONAN,Surely no one should be oppressed and everyone supported to end oppression within their communities #lovenothate.,0.0021648029796779156,0.00020139974367339164,0.0001376088330289349,0.8360739946365356
CONAN,"Non c'è nessun tentativo di conquista da parte degli arabi, piuttosto sono gli occidentali e la cina che conquistano e sfruttano.",0.15951071679592133,0.004463694524019957,0.0008446109713986516,0.669916570186615
CONAN,Women and gay people face much more discrimination from right-wing non-muslim populist figures. (link to article about the 'homophobic muslim' stereotype),0.3728676438331604,0.01947370171546936,0.003096875036135316,0.513502836227417
CONAN,Western countries often come to these countries to stir up hatred.,0.0463276281952858,0.0010489713167771697,0.0010209442116320133,0.5592716932296753
CONAN,"Est ce que je vous interpelle sur votre propre habillement, votre maquillage ou votre parfum?",0.009632465429604053,0.00043942424235865474,0.00017433757602702826,0.8390939235687256
CONAN,La république ne reconnait que des citoyens et assure le libre exercice des cultes.,0.006131414324045181,0.00033425979199819267,0.00015880208229646087,0.7844632267951965
CONAN,"Many are struggling to find work, precisely because of their sails.",0.0006884984904900193,0.000184700358659029,0.0001223593862960115,0.8758975863456726
CONAN,Da che cosa lo presume? Si è informato bene prima di scrivere il commento? Le chiedo di compiere delle ricerche più approfondite.,0.08527433127164841,0.0023340852931141853,0.00036674668081104755,0.7065184712409973
CONAN,Aucun rapport entre le voile et la politique.,0.0013263380387797952,0.00020026079437229782,0.00011581835860852152,0.7861295938491821
CONAN,Can you not see how offensive this is? Just replace what you said with any other group of people.,0.0012094647390767932,0.0001891161809908226,0.00011609755165409297,0.5072082281112671
CONAN,"La chose qui vous dérange, c'est que les musulman.e.s ne rasent plus les murs et refusent de se cacher désormais.",0.054735682904720306,0.001548674190416932,0.0004035155870951712,0.7822725176811218
CONAN,Une création linguistique visant à manipuler l'opinion publique.,0.0009004921303130686,0.00019019938190467656,0.00011035790521418676,0.8051608800888062
CONAN,This is simply not true and how can you say this about such a large group of people from all walks of life?,0.000701306969858706,0.000184385382453911,0.00012162802886450663,0.882273256778717
CONAN,Un immigrato che commette un reato non rende criminali tutti i suoi connazionali emigrati come lui. Oltretutto il tasso di criminalità è sceso.,0.37805211544036865,0.01102573610842228,0.0019178868969902396,0.6383755803108215
CONAN,En quoi est ce que ma liberté de me vêtir comme je l'entends est une aggression?,0.031131595373153687,0.0007852801354601979,0.00031106240930967033,0.8085590600967407
CONAN,L'islam è una religione e allo stesso modo di ogni altra religione (Cristianesimo compreso) rischia il fanatismo; questo non rende tutti i musulmani dei fanatici.,0.02702372334897518,0.0008366992115043104,0.00034738934482447803,0.7032588720321655
CONAN,"It is very fashionable the 'atheist religion', within this, I assure you that is often manifested considerable violence.",0.0012812622589990497,0.00018552746041677892,0.00012244867684785277,0.7498645782470703
CONAN,C'est faux toutes les femmes que je côtoie sont voilées et travaillent.,0.11080427467823029,0.0026524262502789497,0.0005408184952102602,0.7614554166793823
CONAN,The process you mentioned seems time-consuming to me and it does not guarantee anything. I do not think anyone would like to experience this just to get a chance to live in a country that speaks different language and possesses different culture.,0.0005309086409397423,0.00017822625522967428,0.00014342443319037557,0.9240809082984924
CONAN,La généralité a toujours tort.,0.006016705185174942,0.0003205224929843098,0.00013210519682615995,0.7790346145629883
CONAN,I work. It is not true.,0.0008892508922144771,0.0001792558323359117,0.00010374691191827878,0.8397214412689209
CONAN,Can I suggest that to conflate changes in demographic's with the way a virus operates is just nonsense.,0.018158193677663803,0.000756046618334949,0.00019488652469590306,0.5415731072425842
CONAN,Change obsession.,0.0034798954147845507,0.0002338083431823179,0.00011237920261919498,0.7281346321105957
CONAN,Ma le malattie hanno origine religiosa? Dobbiamo aspettarci un loro ritorno in base al credo?,0.14609113335609436,0.003673996077850461,0.0005744789377786219,0.743711531162262
CONAN,L'islam est une religion qui s'adapte au pays.,0.0014041642425581813,0.0001937422639457509,0.00012095097918063402,0.7877258658409119
CONAN,Provided the basis for all Western scientific and philosophical knowledge?,0.0007374879787676036,0.00017704554193187505,0.00012045433686580509,0.8895153403282166
CONAN,Valeurs de laïcité? Au contraire.,0.0013445228105410933,0.0001984778791666031,9.391653293278068e-05,0.8505276441574097
CONAN,L'âge de l'or de l islam a existé.,0.0014891684986650944,0.0001942231465363875,0.00011640272714430466,0.7953211665153503
CONAN,Tu préfererai peut être me voir en minijupe les seins à l'air.,0.05507172644138336,0.0014348268741741776,0.0003561393532436341,0.8142722249031067
CONAN,"Elles n'ont pas choisi de ne pas travailler, elles sont empêchées de travailler quand elles sont diplômées, par contre pas de problème de travailler avec son voile quand elle est dans le ménage .",0.008187437430024147,0.00044556293869391084,0.0001582643890287727,0.7970595955848694
CONAN,"Lo so che aprire Chiese nel mondo non è così facile; ma l'apertura di moschee da noi è controllata e non è così diffusa, hai visto i dati? (link)",0.21945062279701233,0.012180413119494915,0.0008193626999855042,0.739434540271759
CONAN,Pourquoi se terminent ils tous en -iste?,0.00462045893073082,0.0002875476493500173,0.00013223098358139396,0.8375399708747864
CONAN,Source please?,0.0006470395601354539,0.00017807321273721755,0.00011610442015808076,0.8684185743331909
CONAN,Rispettare la loro religione e il loro modo di vivere sarebbe sicuramente un' idea migliore.,0.009434742853045464,0.00043023520265705884,0.00016446654626633972,0.6743668913841248
CONAN,Êtes vous une femme voilée pour affirmer de telles choses.,0.0027812053449451923,0.00024162801855709404,0.00010386628855485469,0.803568959236145
CONAN,"Secondo me cercano di mantenere la loro identità e non ci vedo niente di male, dove le usanze entrano in conflitto con le nostre creiamo spazio per il dialogo.",0.08759035915136337,0.0022650083992630243,0.0005078778485767543,0.660099446773529
CONAN,"Gli unici che mi hanno proposto la loro religione erano testimoni di Geova, ho detto no grazie e sono andati via. Mai provate ""costrizioni"".",0.08466111868619919,0.0021017692051827908,0.0005380366346798837,0.7147560715675354
CONAN,"In Italia chiunque è libero di professare la propria religione, anche i musulmani.",0.0073640611954033375,0.00038318822043947875,0.00018375531362835318,0.6832953691482544
CONAN,"A large proportion of NHS workers are Asian, and many Muslim. Without them we would not have a free 24/7 healthcare service.",0.1123327985405922,0.008598385378718376,0.0011245956411585212,0.8353755474090576
CONAN,Every Muslim is a potential peace advocate as well.,0.004871084354817867,0.0004362730251159519,0.0003189495764672756,0.8831586241722107
CONAN,Se si informasse e facesse un paragone tra il numero di chiese e il numero di moschee capirebbe che quello che sta dicendo è falso. E il numero di moschee e di gran lunga inferiore alle chiese.,0.44307661056518555,0.02014988474547863,0.0022617175709456205,0.652729868888855
CONAN,That is a very serious charge. Could you share how you form this thought and how you receive this information? The truth is that Islam encourages people care for others and criticizes violence.,0.002095439238473773,0.00020089342433493584,0.0001463132066419348,0.8133708238601685
CONAN,La comunità straniera più numerosa in Italia è quella rumena che è di fede cristiano-ortodossa.,0.012329567223787308,0.0005527372704818845,0.00017251117969863117,0.6980845928192139
CONAN,Avez vous des preuves de ce que vous avancez?,0.004567854572087526,0.0002812840393744409,0.00012200043420307338,0.8620120286941528
CONAN,Nous sommes chez nous.,0.19058458507061005,0.008011728525161743,0.00047268185880966485,0.7931530475616455
CONAN,Regarde ailleurs ?.,0.0013786394847556949,0.00019544163660611957,0.00010909157572314143,0.7785289883613586
CONAN,Why is this a muslim issue? All peoples have from all walks of life can be violent?,0.31997862458229065,0.010231136344373226,0.003014256013557315,0.6822657585144043
CONAN,Child sex abuse happens in all religions. You only have to look at what the Vatican covers up to see that.,0.43118590116500854,0.007804833352565765,0.0031848791986703873,0.5058097839355469
CONAN,"Il velo è un simbolo religioso, se non hai intenzione di convertirti la cosa non ti riguarda.",0.05748249590396881,0.001436975784599781,0.00038814530125819147,0.6422097682952881
CONAN,Vos propos incitent à la haine et sont donc sanctionnables au regard de la loi.,0.033604398369789124,0.001094744773581624,0.00025676863151602447,0.7546005845069885
CONAN,"Nessuno ha il diritto di picchiare la propria moglie, italiano o musulmano. È illegale, e la legge punisce tutti allo stesso modo.",0.4369843602180481,0.016378002241253853,0.00175871339160949,0.6317733526229858
CONAN,Scusa perchè dovremmo fare la fame a causa degli islamici? Me lo motivi per favore ?,0.05763084068894386,0.0012376592494547367,0.0004689845663961023,0.753214418888092
CONAN,"The veiled woman finds shabby, cowardly and dictatorial those who decide in her name that she is submissive and obliged to do so, otherwise they would let her speak out to denounce their lies.",0.36670586466789246,0.04336214065551758,0.0006940302555449307,0.5346709489822388
CONAN,Sexualization of children is a modern value? Do you actually know what is meant by values?,0.2516254782676697,0.0041532670147717,0.0011477569350972772,0.7368288636207581
CONAN,"Non manteniamo nessuno, perché la maggior parte di queste persone lavora e provvede al suo sostentamento.",0.06159498915076256,0.0015505878254771233,0.00043815397657454014,0.6910815238952637
CONAN,"The concern is historical and it is appropriate that each side is reconciled with its history (Islamic civilization, reconquered, and so on)",0.0005697813467122614,0.00017482583643868566,0.0001306349440710619,0.8910960555076599
CONAN,La France est mon pays j'yreste.,0.001390433986671269,0.00020405113173183054,0.00010027061216533184,0.8060352802276611
CONAN,"Il Corano condanna la violenza sulla donna: chi lo fa viola le norme religiose. Coloro che violentano le donne, italiani o stranieri, cristiani o musulmani, non rispettano né la legge, né la religione.",0.17209383845329285,0.004005821887403727,0.0009135002619586885,0.6464630961418152
CONAN,"No woman agrees to be beaten, be unable to break free from a state of violence and submission does not mean wanting to be in it. The veil if chosen freely should not be a problem for those who simply do not choose it.",0.00150308758020401,0.0001891309511847794,0.0001250428904313594,0.7068705558776855
CONAN,Et puis elles font ce qu'elles veulent.,0.0014938170788809657,0.000206113894819282,0.00010727363405749202,0.7875479459762573
CONAN,La France n'a pas à faire de commentaire sur la facon dont les musulmans pratique tant qu'ils respectent leur pays!,0.0710349902510643,0.0018246746622025967,0.00046061931061558425,0.7833859324455261
CONAN,Putting 'it's a fact' after an ungrounded opinion does not make it a fact.,0.0007212747004814446,0.00017780480266083032,0.00010815553105203435,0.7827291488647461
CONAN,How can a fabric be aggressive?,0.0015334454365074635,0.0001885037199826911,0.00010205432045040652,0.8258512616157532
CONAN,"For an individual disrespecting someone else's religion, you sure are angry about an individual disrespecting someone else's religion.",0.03269943594932556,0.001038433169014752,0.0002710344269871712,0.6777438521385193
CONAN,L Islam enseigne la pudeur.,0.01917269267141819,0.000594049459323287,0.00027179263997823,0.7593767046928406
CONAN,"In questo mondo siamo tutti uomini, nessuno è un animale. I musulmani sono uomini come noi e devono essere considerati come tali.",0.16748742759227753,0.004062328487634659,0.001131756347604096,0.7169535756111145
CONAN,"Loin s en faut, bien au contraire l islam prone la paix et l acceptation de l autre.",0.1178060919046402,0.004729605745524168,0.000728208280634135,0.743933379650116
CONAN,En France la majorité des citoyens sont contre le voile où tout autre signe religieux. Cette réalité il faut l'admettre.,0.5272687077522278,0.11160104721784592,0.0018719283398240805,0.8173485994338989
CONAN,"Moi, il me plait!",0.09050857275724411,0.0019436846487224102,0.0005358735215850174,0.8290585279464722
CONAN,What elements do you have to say it? Like 'Italians are all mobsters.'.,0.1113397553563118,0.007260488346219063,0.0009915964910760522,0.5853284001350403
CONAN,Pourquoi dans de haine pour une communauté qui ne demandent juste d'être en paix :(.,0.0016917772591114044,0.0002065868757199496,0.00010371130338171497,0.8100230097770691
CONAN,Total ignorance of our religion.,0.2004641592502594,0.004061879124492407,0.0009464811882935464,0.5443854928016663
CONAN,"Non mi risulta una prevalenza di donne italiane(se per 'nostre' si riferiva a quelle) violentate da musulmani piuttosto che dai loro stessi padri, mariti, preti confessori.",0.09226174652576447,0.002327476628124714,0.0005389787838794291,0.6291843056678772
CONAN,C'est l'ignorance qui vous fait dire cette phrase.,0.023680265992879868,0.0008445980492979288,0.00018825980077963322,0.8164855241775513
CONAN,What is the Muslim countries? The musulmanie? ?.,0.011706187389791012,0.0004609724273905158,0.0002580994041636586,0.7798265814781189
CONAN,L'islam politique est un pretexe à l'opression des citoyennes musulmanes.,0.009411855600774288,0.000426608050474897,0.00026744126807898283,0.761124849319458
CONAN,"Pipe bombs were sent to Trump's opposition, including Robert De Niro, this scapegoating of Muslims is the real problem and blinds us to the bigger picture.",0.03473200276494026,0.0012433489318937063,0.0007495564059354365,0.5775160789489746
CONAN,What about the many Muslim people born in this country? Where do you propose to deport them to?,0.0017552718054503202,0.0002242033660877496,0.00014831966836936772,0.7052856087684631
CONAN,Des musulmans sont plus chez eux que n'importe quel citoyen.,0.08322902768850327,0.0017771865241229534,0.0008385421242564917,0.7740349173545837
CONAN,Ces propos stigmatisent les citoyens de cette religion.,0.005825474858283997,0.00031464308267459273,0.00015320304373744875,0.8032153844833374
CONAN,Ah logically and well argued. Not!,0.0009146790252998471,0.0001904129603644833,0.00010956582264043391,0.8749853372573853
CONAN,Perché non bisogna accogliere un popolo che fugge dalla sofferenza? L'italia è un paese libero ed è diritto di ogni uomo ottenere l'asilo politico.,0.5176583528518677,0.10663390904664993,0.0033321224618703127,0.6691359281539917
CONAN,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?",0.000862719549331814,0.0001862124481704086,0.00012734212214127183,0.8567407131195068
CONAN,Bombe e napalm sono da mettere al bando per chi non ha ancora capito che saremmo tutti crepare.,0.4406394362449646,0.019097698852419853,0.002674984745681286,0.704088568687439
CONAN,Did you even bother to google this before you tweeted it? Some Islamophobic tweets are so incorrect I do not know how you could expect anyone to believe them.,0.00421391474083066,0.0002834487531799823,0.00011600327707128599,0.6192002296447754
