URL,Group,User,Narrative,Tweet_Text,Type,char_len,word_count,is_comment,hashtag_count,mention_count,has_url_in_text,day_of_week,hour_of_day,has_media,media_type,is_quote_tweet,emotion_intensity,claim_specificity,language_assertiveness,implied_urgency,primary_emotion,rhetorical_style,has_cta
https://x.com/Best_Fisher/status/1995824382141161494,Control,Semen,Ukraine Controlled by Nazis,"@McFaul While the lying thief is traveling around the world,Ukraine is collapsing:the front line is crumbling, soldiers are fleeing and hiding,there is no money,it has been stolen,and the European Union is in debt and no longer able to help.The collapse of the Nazi-corrupt regime is near",comment,288,46,1,0,1,0,1,11,False,,False,4.0,2.0,5.0,4.0,outrage,emotional_appeal,False
https://x.com/Best_Fisher/status/1995815164415807913,Control,Semen,Ukraine Controlled by Nazis,"@joni_askola While the lying thief is traveling around the world,Ukraine is collapsing:the front line is crumbling, soldiers are fleeing and hiding,there is no money,it has been stolen,and the European Union is in debt and no longer able to help.The collapse of the Nazi-corrupt regime is near",comment,293,46,1,0,1,0,1,11,False,,False,4.0,2.0,5.0,4.0,outrage,emotional_appeal,False
https://x.com/tedkel/status/1995823064500637950,Control,Kel Mansfield,Russia Defending Against Western Aggression,"NATO is EVIL. 
They want a full-scale war with Russia. They have been poking the bear for decades. Now, they are threatening a preemptive strike on Russia.
By doing so publicly, they are clearly trying to goad Russia into striking a NATO country first.
Other ""invitations"" to Russia to strike first have been the series of public announcements about opening factories in NATO countries to build military aircraft and arms to send to Ukraine to be used to attack and kill Russians..",comment,481,82,1,0,0,0,1,11,False,,False,5.0,2.0,5.0,4.0,outrage,emotional_appeal,False
https://x.com/THESWEDISHTRUTH/status/1995819526697406950,Control,THESWEDISHTRUTH,Russia Defending Against Western Aggression,"@HBrandstaetter 👇
EDUCATE YOURSELF ABOUT WHY RUSSIA TARGETING UKRAINE

CIA &amp; NATO 

DID THIS

CIA &amp; NATO STARTED IT 

RUSSIA WILL END IT

1 900 000 dead Ukrainians for nothing and still counting 

https://t.co/UTu2hKgjhr",comment,228,34,1,0,1,1,1,11,False,,False,5.0,3.0,5.0,3.0,outrage,emotional_appeal,True
https://x.com/niinamuslimah/status/1995819960719839356,Control,‎سكينة,US Undermines Global Sovereignty,"This is classic US imperialist tactics and they have been doing this for decades, especially in South America. They keep their foot on the world’s neck to maintain global dominance and hegemony— it’s all corruption, exploitation and violence.",post,242,38,0,0,0,0,1,11,False,,True,5.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/ZeppLaRouche/status/1995815688766681104,Control,Helga Zepp-LaRouche,Russian Military Achieving Successful Operation,"https://t.co/ueoQVPc4RI
On the eve of talks with the American delegation, headed by Steve Witkoff, expected in Moscow on Dec. 2, Russian President Vladimir Putin made his third visit in five weeks to the Special Military Operation area Nov. 30, to take reports from front-line commanders in the conflict with the Ukrainian regime. The military advances of the Russian forces were highlighted last evening, when, as reported by Kremlin spokesman Dmitry Peskov, President Vladimir Putin “visited a command post of the Joint Force” and heard reports from the Chief of the General Staff Valery Gerasimov “about the liberation of Krasnoarmeysk [Pokrovsk] in the D.P.R. and Volchansk in the Kharkov Region, as well as about the results of offensive operations in other areas.” Putin remarked: “I want to thank you for the results of your work regarding Krasnoarmeysk. Both you and the entire command and personnel of the battlegroup. Of course, the fighters, our guys, who are carrying out these combat missions.”

The reports Putin took from sector commanders sharply contradicted claims in Western media that Russia is bogged down or only inching forward. Commander of the Battlegroup Center Valery Solodchuk reported to Putin, “about taking the southern part of the city of Dimitrov [Myrnohrad] under the control of Russian forces, and about the situation in Krasnoarmeysk after it was liberated by our forces.” General Solodchuk observed that around 2,000 Ukrainian troops remained surrounded in Dimitrov, adjacent to Krasnoarmeysk, and that his forces, as Putin had requested, were creating conditions for the troops to surrender. However, he reported, the Ukrainian commanders were blocking the troops from doing so—even targeting with drones those soldiers who attempted to surrender. Later, in a back-and-forth with Solodchuk regarding such “neo-Nazi” commanders treating a “worker-peasant” army of untrained recruits in this fashion, Putin labeled the situation “a tragedy of the Ukrainian people.”

In response to the report by Commander of the Battlegroup East Andrey Ivanayev regarding 15 villages being liberated in the Zaporozhye and Dnepropetrovsk regions and his forces reaching the Gaichur River, Putin observed: “Your troops are advancing at a pace that guarantees the fulfillment of all the tasks before us. I mean that with such a pace of our offensive [in the Zaporozhye direction], the adversary, of course, is unable to respond to this properly.” Ivanayev also announced that units of the 5th Combined Arms Army were now beginning the operation to liberate the city of Gulyaipole in the Zaporozhye Region.

The President’s website release concluded: “Vladimir Putin thanked the commanders and personnel of all the forces for their efficiency and tasked the officers with ensuring the troops have everything they need to continue fighting during the upcoming winter months.”",post,2890,445,0,0,0,1,1,11,True,photo,False,3.0,4.0,4.0,2.0,pride,narrative_storytelling,False
https://x.com/pidriarel/status/1995809574016680391,Control,гомопропаганди 🎲,Russia Defending Against Western Imperialism,"@arielstulberg @LinasKojala Well, Russian empire did collapse, and just trying to crawl back. 

If we say that the US is a continuation of the British empire expanding it's dominion then it would be fair to say that Russia is just defending itself from it's old rivalry, and the NATO is to blame for the war.",comment,308,55,1,0,2,0,1,10,False,,False,2.0,2.0,3.0,1.0,neutral,bare_assertion,False
https://x.com/texnbob1/status/1995811234340352218,Control,texnbob,Russian World Defending Traditional Values,"Russia is one of the few countries where Christianity is being preserved/jsupported. This is important. Just saying. @WhiteHouse @POTUS 

Grok: Putin portrays himself as a defender of ""traditional Christian values"" (e.g., opposing LGBTQ+ rights, promoting family structures), often posing with Russian Orthodox Church Patriarch Kirill for photo-ops and invoking shared Orthodox heritage to justify geopolitical aims. In his 2021 essay ""On the Historical Unity of Russians and Ukrainians,"" he framed Russians, Ukrainians, and Belarusians as ""one people"" bound by the ""common baptismal font"" of Kyiv in 988 AD. The Russian Orthodox Church (ROC), has blessed the war as a ""holy battle"" against Western ""Satanism"" and moral decay, with priests serving as chaplains and even blessing weapons. Putin has supported this, declaring the invasion a defense of the ""Russian World"" (Russkiy Mir)—a concept blending Orthodoxy, language, and culture to assert influence over Ukraine and beyond.",post,980,144,0,0,2,0,1,11,True,photo,False,3.0,2.0,4.0,1.0,pride,bare_assertion,False
https://x.com/hardjappaleno/status/1995809463823946129,Control,Calle Champinjon,NATO Expansion Provoked Russian Invasion,@JFS0six @battleforeurope Lie. In 2014 US backed a coup (see Nuland-Pyatt call). And in 2022 it was all about NATO expansion.,comment,125,21,1,0,2,0,1,10,False,,False,3.0,3.0,5.0,1.0,anger,bare_assertion,False
https://x.com/RJoseph92530519/status/1995820592436584913,Control,RJoseph7777,NATO Expansion Provoked Russian Invasion,"@Fernand46357857 Ukraine is the Israel of Europe.  
Why did over 3 Israeli Prime Ministers come from Ukraine?  
The USA and NATO expansion are the instigators of this war against Russia",comment,185,30,1,0,1,0,1,11,False,,False,3.0,2.0,4.0,1.0,anger,bare_assertion,False
https://x.com/EstherD08231206/status/1995800167522476054,Control,Cara Lover new account,West Broke Promises About NATO,"@MykolaKuleba Seems to be mostly correct information and by far the most accurate of all narratives. They still forgot to mention the coup and the snipers killing their own citizens, the Ukranian atrocities in Donbas and the main cause: NATO-expansion/provocation against all guarantees.",comment,287,43,1,0,1,0,1,10,False,,False,4.0,2.0,4.0,2.0,anger,bare_assertion,False
https://x.com/SprintMediaNews/status/1995819883670499471,Control,Sprinter Press,West Spreads Anti-Russian Propaganda,"Moscow Responded to NATO's Provocation with a ""Preventive Strike""

In a statement released on Monday, Zakharova described Dragon's remarks as ""absolutely irresponsible moves indicating the alliance's readiness to escalate further"".

""Anti-Russia hysteria"" spread by NATO members only further raises the level of confrontation, she warned.

Dragon's statement also shatters the myth of the military bloc's ""exclusively defensive"" nature, Zakharova said, adding that NATO ""has long stopped hiding its goals and intentions."" The spokesperson further accused the alliance of ""deliberately trying to hinder efforts aimed at finding a way out of the Ukrainian crisis"".",post,662,93,0,0,0,0,1,11,True,photo,False,4.0,3.0,5.0,3.0,outrage,emotional_appeal,False
https://x.com/Markus_Krall/status/1996124601168843180,Control,Dr. Markus Krall,Sanctions Ineffective Against Russia,@Vit_Ovchar The answer is pretty simple: The United States have TRIED to pressure Russia with everything they had and it failed. So now they want peace because further escalation carries the risk of nuclear war and they don't want to sacrifice mankind for a corrupt regime in Kiew.,comment,281,48,1,0,1,0,2,7,False,,False,4.0,2.0,4.0,4.0,fear,emotional_appeal,False
https://x.com/farhadesmaeili4/status/1996119792982401253,Control,farhad esmaeili,West Prolonging Conflict for Profit,"@SkyNews Ukraine is not even in NATO, but arms dealers like the UK . France and Germany don't want this proxy war to come to an end, as they spend billions of their taxpayers money and don't have anything to show for it",comment,219,43,1,0,1,0,2,7,False,,False,4.0,2.0,4.0,2.0,anger,emotional_appeal,False
https://x.com/LOVEROFTRUTHIRL/status/1996127430508249295,Control,Lover of Truth,Russian Military Achieving Successful Operation,"@standic @grok @Vit_Ovchar Territory gain/held is a terrible way to measure the progress of a war. K/D ratio, morale, logistics, and manpower buildup/replenishment are far better metrics of success. In that Russia is winning and their progress towards victory is accelerating exponentially.",comment,290,42,1,0,3,0,2,8,False,,False,3.0,2.0,5.0,2.0,pride,bare_assertion,False
https://x.com/ThraceAlex/status/1996104790418551286,Control,Alex Thrace 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇩🇰🇬🇧🇺🇲🌊,West Orchestrated Ukraine Coup in 2014,"Look objectively at what played out. Timeline it from 2014 when the CIA instituted a coup against Ukraine and on forward.
Ask yourself why with Ukraines rich resources Ukrainians are among the poorest people in Europe. Why do these resources not help the average Ukrainian.
Feel free to share your conclusions and the reasons behind those conclusions.
It's an old story. The West has been doing this gor decades using the exact same pattern. It's very recognizable, in fact impossible to miss.",comment,493,82,1,0,0,0,2,6,False,,False,4.0,2.0,5.0,2.0,anger,narrative_storytelling,True
https://x.com/SKAerials/status/1996112234938802412,Control,Professor SK 🏴󠁧󠁢󠁳󠁣󠁴󠁿 A Colony not a County,West Orchestrated Ukraine Coup in 2014,"@Vit_Ovchar Why did the US arm Nazis in Ukraine to begin with?
Why did Victoria Nuland approve the Kiev Junta in 2014.
Why haven't you arrested the Criminal Zelensky?",comment,166,29,1,0,1,0,2,7,False,,False,4.0,3.0,5.0,3.0,outrage,emotional_appeal,False
https://x.com/SpaghettiKozak/status/1996126616456712522,Control,SK Media,Russia Seeks Peaceful Conflict Resolution,@ALofurno_ @shmaleb588 @Reuters Russia could end the war any day it wants. You don't get to take land by force.,comment,111,20,1,0,3,0,2,7,False,,False,3.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/AceBlitzz/status/1996123580485038482,Control,Cosmo,NATO Expansion Provoked Russian Invasion,@MasasiWes So expansion is only bad if its Germany or Russia 😂? NATO promised not to invade inwards in the 1990's.. they kept invading. When Russia retaliates its suddenly wrong 🤔,post,179,31,0,0,1,0,2,7,False,,False,4.0,2.0,4.0,1.0,outrage,emotional_appeal,False
https://x.com/JS_Mill_Acolyte/status/1996121662312644942,Control,Enlightened_Citizen@JohnStuartMill,NATO Expansion Provoked Russian Invasion,"@NXT4EU @Kathleen_Tyson_ This was always the goal of the US. Instigate regime change in Ukraine, push NATO expansion, cause a war in Europe and then run away offering to sell weapons to both sides probably.",comment,206,35,1,0,2,0,2,7,False,,False,4.0,2.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/evagreiner8/status/1996122556555010098,Control,EvaG,West Broke Promises About NATO,"@atuntable @swanky_moves @stephendziedzic US &amp; Japan are our biggest threat. They are working in tandem covertly to destroy the one-China policy and pushing China into a corner provoking war. Remember Ukraine - and US promise of ""no NATO expansion east"" ?",comment,259,41,1,0,3,0,2,7,False,,False,4.0,2.0,4.0,4.0,fear,emotional_appeal,False
https://x.com/watson_jam42276/status/1996123544091349052,Control,James Watson,Crimea Legitimately Part of Russia,@DakdaR22 Corrupt Zelensky and his teams are finished. Crimea and Donbass are indefinitely Russian.,comment,99,14,1,0,1,0,2,7,False,,False,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/LordBtb/status/1996144666777928024,Control,TheLordGrinch,Sanctions Ineffective Against Russia,"@vonderleyen 🤣🤣😂

How much you been paid?

Baltic states want recompense for their inflated prices. 

Russian economy is doing better than eu. 

19 failed sanctions.. 😂😂🤣",comment,170,26,1,0,1,0,2,9,False,,False,4.0,2.0,4.0,2.0,outrage,emotional_appeal,False
https://x.com/NAVSkandalen/status/1996158558212161588,Control,NAV Skandalen,West Orchestrated Ukraine Coup in 2014,"@JohnSimpsonNews More people died in the CIA fomented 2014 Maidan Coup than in the ""illegal take-over of Crimea"", one of the most bloodless transfers of territory in history I believe",comment,183,30,1,0,1,0,2,10,False,,False,3.0,3.0,4.0,1.0,outrage,bare_assertion,False
https://x.com/DE44797/status/1996165852530672079,Control,₱äπth,West Orchestrated Ukraine Coup in 2014,"@MargoGontar Ukraine future was already decided in 2014 when the US &amp; EU forced an elected Ukrainian president to quit. From that day, Ukraine became the puppet of the US &amp; EU. When CíA makes regime change, they always want something in return.",comment,252,43,1,0,1,0,2,10,False,,False,4.0,3.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/SurvivalistPt/status/1996172906838257935,Control,Paul Taylor,Ukraine Controlled by Nazis,"@JRivinoja @NatalkaKyiv OK, 
War =  every city in Ukraine flat .
Smo =  destroying Ukraine's nazi regime and all their  military .
One =  98%  of everyone dead
Other =  some civilian casualties  and future peace  
So yes , Russia is saving lives .",comment,247,44,1,0,2,0,2,11,False,,False,3.0,2.0,5.0,2.0,other,bare_assertion,False
https://x.com/jlcas1/status/1996168433218523540,Control,José Luis Castro,Ukraine Controlled by Nazis,"@McFaul @batchelorshow What democracy in Ukraine? The most corrupt country in the world, now ruled by Führer Zelensky and his Nazi gang. https://t.co/KqO2MQ2fnM",comment,160,23,1,0,2,1,2,10,True,photo,False,4.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/sempsictyranis/status/1996157076125749592,Control,steve rickey,Russia Defending Against Western Aggression,@Stainis @willi94454 @Gerashchenko_en Just an FYI. Its all in Hunter bidens laptop. All of it.  The US funded by tax dollars Bio Labs is believe it was 46 in Ukraine.   Couple that with Nazis literally bombing Russians within Ukraine for years. Then Russia says NYET. The world goes crazy.,comment,289,49,1,0,3,0,2,9,False,,False,4.0,3.0,5.0,2.0,outrage,bare_assertion,False
https://x.com/Simonlester1971/status/1996159638186897729,Control,Foxes fan Anti WEF Anti WOKE Lefties,Protecting Ethnic Russians in Donbas,Russia retaliated after Ukrainian troops from the Neo Nazis Azov Battalion were shelling and persecuting Russian separatists in the Donbass region from 2014 onwards.,comment,165,24,1,0,0,0,2,10,False,,False,4.0,2.0,5.0,2.0,outrage,emotional_appeal,False
https://x.com/P_salmon/status/1996166549716009082,Control,Psalmon,West Prolonging Conflict for Profit,"Now I understand...the traitor video...the Hegseth attacks...the ""war crimes"" calls...all the final throes before the Ukraine peace deal happens and audits trace all the stolen money back to DC (and Brussels).  

THIS is why they cannot let the Ukraine war end.  

It is worse than Epstein's files.",post,298,47,0,0,0,0,2,10,False,,True,5.0,2.0,5.0,4.0,outrage,emotional_appeal,False
https://x.com/LeftBehindPoet/status/1996156493544964219,Control,🌹🏴󠁧󠁢󠁥󠁮󠁧󠁿Que sera sera,Russia Seeks Peaceful Conflict Resolution,"@afewpoints @Grimbariaman @David19531501 @GeoffBarton9 @Victor96478703 @Davidmetroland @AFrankenbot @viv_cooper @Begentle50 @cathyby @PaddyM494169 @just2sayin @MyDubhLinn @wanderer_bolton @nick_pope @LevettRoblev1 @bazcarter15 @JonHlluk @ShaneJa16905901 @bringiton8712 @EuFailed82410 @CarltonJac98288 @Martin020455 @Jimbo12449841 @FrankMac993505 @MattAdkin @DavidGSmith18 @Bemused21 @JohnRya13591294 @RemmyJones40817 @cartwright30861 @oldval2 @jimmy_jone34951 @Peter14306722 @Northumbrian @of_flocks @resiguru @Maggie29047241 Ukraine wants peace, Russia wants peace, USA wants peace, seems only UK and EU want a coalition of the willing to go to war with Russia..",post,663,64,0,0,38,0,2,9,False,,False,3.0,2.0,4.0,2.0,outrage,bare_assertion,False
https://x.com/zpapsnow4/status/1996162308163481957,Control,Kevin Snow,Russian Military Achieving Successful Operation,"@grok @exit35 @globalnews Thanks grok for proving my point that Russia has accomplished its goals. Protected the Donbas region, denazification of Ukraine, and stopping nato expansion.",comment,183,26,1,0,3,0,2,10,False,,False,3.0,3.0,5.0,1.0,pride,bare_assertion,False
https://x.com/kevin_nivek7/status/1996149337001455886,Control,kevin doherty,NATO Expansion Provoked Russian Invasion,"@LFJIreland All for a war started by NATO expansion and the broken Minsk agreement. The longer we stay in Europe the more we destroy our country, and our future generations will suffer",comment,184,32,1,0,1,0,2,9,False,,False,4.0,2.0,5.0,4.0,anger,emotional_appeal,False
https://x.com/P83YQ8W6/status/1996172726911021154,Control,Me,West Broke Promises About NATO,@SecGenNATO NATO promised not to expand. USA pushed things. Russia said no. Now deal with it,comment,92,16,1,0,1,0,2,11,False,,False,3.0,2.0,5.0,3.0,anger,bare_assertion,False
https://x.com/MCNoBSFinance/status/1996163614529466528,Control,Millennial Capital,Crimea Legitimately Part of Russia,@Matt56404055206 @RotsasCY @vonderleyen There was no invasion of Crimea. They voted to leave ukraine and join Russia. Care to revise history some more? Even nato agrees people have a right to self determination and the right to leave just like Kosovo did,comment,254,42,1,0,3,0,2,10,False,,False,3.0,3.0,5.0,1.0,anger,bare_assertion,False
https://x.com/AvivitGirl/status/1996195166835945553,Control,Avivit,Russian Military Achieving Successful Operation,@Christo72867345 @michaelvedal @TheocharousH @ShadowofEzra It was mostly the US and England at that time. They pushed for war by arming Ukraine and inviting it to join NATO. They provided Ukraine with weapons to shell civilians in Donbus. Europe as we speak is saying they want to strike Russia with NATO weapons. Russia is winning btw.,comment,336,55,1,0,4,0,2,12,False,,False,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/Jefflee8084Lee/status/1996218089554264392,Control,jeff lee,Russian Military Achieving Successful Operation,"@CaoChangqing The fake news from left-wing media has poisoned the minds of many people. Just look at how many lies the left-wing media have spread about Trump and about MAGA, and you'll realize that they could never report on the Russia-Ukraine war in a truthful and objective way.",comment,281,48,1,0,1,0,2,14,False,,False,4.0,1.0,5.0,2.0,anger,emotional_appeal,False
https://x.com/WarHunter2222/status/1996211793073422758,Control,Z.O.V Military,Russian Military Achieving Successful Operation,"Continuing to drive out the VSSU from Reznovka💥
🪖Artillerymen of the 123rd Brigade🇷🇺 destroyed a Ukrainian nationalist UAV command post in the Reznovka area with a 130-mm M-46 gun🔥🐷 https://t.co/Co8VKnvYix",post,205,30,0,0,0,1,2,13,True,photo,False,4.0,3.0,5.0,2.0,pride,emotional_appeal,False
https://x.com/evilchuckster/status/1996218415800033580,Control,Chuck Scappaticci,Russian Military Achieving Successful Operation,You're an idiot. Why would Russia sgree to a ceasefire when they are winning the war of attrition Ukraine has suffered almost 2 million casualties out of a population of 25 million people.  They are slowly losing ground. Their desertion rate is through the roof. Ukraine should make peace before Russia takes Odessa,comment,315,53,1,0,0,0,2,14,False,,False,4.0,3.0,5.0,4.0,anger,bare_assertion,False
https://x.com/capnchappy/status/1996202772371239265,Control,capchap. 🇺🇸MAGA🇺🇸🇭🇺,West Prolonging Conflict for Profit,"The American politicians who are getting kickbacks from Ukraine, and the military industrial complex are the ones responsible for not stopping the war and for starting it in the first place.
Educate yourself and investigate Victoria Newland, and others who overthrew the duly elected president of Ukraine.",post,305,47,0,0,0,0,2,13,False,,True,4.0,3.0,5.0,2.0,outrage,bare_assertion,True
https://x.com/TeamKent85/status/1996209978336813454,Control,Kent,West Orchestrated Ukraine Coup in 2014,@HarryHarryshud @SkyNews They chose to be a whore to the US and EU deepstates after the 2014 Maidan Coup and then relentlessly terrorise and murder their own citizens in the Donbas. They can f uck off as can you.,comment,212,39,1,0,2,0,2,13,False,,False,5.0,2.0,5.0,1.0,anger,emotional_appeal,False
https://x.com/ktagseth/status/1996208572900806706,Control,K. Tagseth 🇨🇦,West Orchestrated Ukraine Coup in 2014,"@JimBob1046620 @grantshapps USA interference, NATO expansion, Maidan coup, Azov slaughters.

USA is the problem.",comment,112,14,1,0,2,0,2,13,False,,False,4.0,2.0,5.0,2.0,anger,bare_assertion,False
https://x.com/ProGunOne1776/status/1996212265851490644,Control,We've already been infiltrated.,West Orchestrated Ukraine Coup in 2014,"@hodgetwins And respectfully, the people who testified against Trump during the Ukraine impeachment hoax were the ones who orchestrated the Maidan Coup, starting the Ukraine War. When the truth comes out (I'm shocked it hasn't) those people will be hunted by the surviving Ukrainians!",comment,284,44,1,0,1,0,2,13,False,,False,4.0,2.0,5.0,3.0,outrage,bare_assertion,False
https://x.com/pro439041399/status/1996206843035836888,Control,MrChevrolet66🇺🇸🇮🇪,Russia Seeks Peaceful Conflict Resolution,@MickOKeeffe Russia wants peace. America wants peace. The EU WILL have to except that peace is going to happen with or without their permission,comment,143,24,1,0,1,0,2,13,False,,False,3.0,2.0,5.0,3.0,other,bare_assertion,False
https://x.com/SriAbhigyan/status/1996217476942794874,Control,Abhigyan,NATO Expansion Provoked Russian Invasion,"@Burry6969 @mfa_russia You say it’s about Putin’s ego because you skipped 30 years of NATO expansion, the 2014 regime shift, the Minsk betrayals, and the Donbas war. The US nearly nuked the world over Cuba, but you think Russia shouldn’t react to missiles on its doorstep?
Illiterate.",comment,284,47,1,0,2,0,2,13,False,,False,4.0,3.0,5.0,2.0,anger,emotional_appeal,False
