submission_date,response_id,evaluator_id,baseclaim_id,left_narrative_id,left_rhetorical_id,left_style_id,right_narrative_id,right_rhetorical_id,right_style_id,kpi_id,left_chosen,response_time
23/09/2024 07:59,47,1,1,16,2,6,55,6,5,2,1,4
23/09/2024 07:59,48,1,1,16,2,6,55,6,5,3,0,3
23/09/2024 08:00,49,1,1,21,3,1,60,6,10,1,0,16
23/09/2024 08:00,50,1,1,21,3,1,60,6,10,2,1,1
23/09/2024 08:00,51,1,1,21,3,1,60,6,10,3,1,5
23/09/2024 08:00,52,1,1,41,5,1,79,8,9,1,1,17
23/09/2024 08:00,53,1,1,41,5,1,79,8,9,2,0,3
23/09/2024 08:00,54,1,1,41,5,1,79,8,9,3,1,2
23/09/2024 08:01,55,1,1,20,2,10,130,13,10,1,0,35
23/09/2024 08:01,56,1,1,20,2,10,130,13,10,2,0,1
23/09/2024 08:01,57,1,1,20,2,10,130,13,10,3,0,1
23/09/2024 08:01,58,1,1,27,3,7,46,5,6,1,0,25
23/09/2024 08:01,59,1,1,27,3,7,46,5,6,2,1,7
23/09/2024 08:02,60,1,1,27,3,7,46,5,6,3,0,5
23/09/2024 08:02,61,1,1,108,11,8,118,12,8,1,0,42
23/09/2024 08:03,62,1,1,108,11,8,118,12,8,2,1,21
23/09/2024 08:03,63,1,1,108,11,8,118,12,8,3,0,2
23/09/2024 08:03,64,1,1,82,9,2,97,10,7,1,1,27
23/09/2024 08:03,65,1,1,82,9,2,97,10,7,2,1,9
23/09/2024 08:03,66,1,1,82,9,2,97,10,7,3,0,1
23/09/2024 08:03,67,1,1,34,4,4,95,10,5,1,1,8
23/09/2024 08:04,68,1,1,34,4,4,95,10,5,2,0,8
23/09/2024 08:04,69,1,1,34,4,4,95,10,5,3,0,7
23/09/2024 08:04,70,1,1,37,4,7,105,11,5,1,0,41
23/09/2024 08:04,71,1,1,37,4,7,105,11,5,2,0,2
23/09/2024 08:05,72,1,1,37,4,7,105,11,5,3,0,1
23/09/2024 08:05,73,1,1,5,1,5,84,9,4,1,0,13
23/09/2024 08:05,74,1,1,5,1,5,84,9,4,2,1,3
23/09/2024 08:05,75,1,1,5,1,5,84,9,4,3,1,17
23/09/2024 08:05,76,1,1,3,1,3,70,7,10,1,0,13
23/09/2024 08:05,77,1,1,3,1,3,70,7,10,2,1,2
23/09/2024 08:05,78,1,1,3,1,3,70,7,10,3,1,6
23/09/2024 08:06,79,1,1,17,2,7,117,12,7,1,1,42
23/09/2024 08:06,80,1,1,17,2,7,117,12,7,2,0,1
23/09/2024 08:06,81,1,1,17,2,7,117,12,7,3,0,1
23/09/2024 08:06,82,1,1,97,10,7,121,13,1,1,0,10
23/09/2024 08:07,83,1,1,97,10,7,121,13,1,2,0,13
23/09/2024 08:07,84,1,1,97,10,7,121,13,1,3,0,2
23/09/2024 08:07,85,1,1,23,3,3,45,5,5,1,0,26
23/09/2024 08:07,86,1,1,23,3,3,45,5,5,2,1,3
23/09/2024 08:07,87,1,1,23,3,3,45,5,5,3,0,1
23/09/2024 08:08,88,1,1,12,2,2,101,11,1,1,0,39
23/09/2024 08:08,89,1,1,12,2,2,101,11,1,2,0,1
23/09/2024 08:08,90,1,1,12,2,2,101,11,1,3,0,2
23/09/2024 08:08,91,1,1,26,3,6,84,9,4,1,0,28
23/09/2024 08:09,92,1,1,26,3,6,84,9,4,2,0,3
23/09/2024 08:09,93,1,1,26,3,6,84,9,4,3,0,1
23/09/2024 08:09,94,1,1,31,4,1,62,7,2,1,1,12
23/09/2024 08:09,95,1,1,31,4,1,62,7,2,2,0,11
23/09/2024 08:09,96,1,1,31,4,1,62,7,2,3,0,20
23/09/2024 08:10,97,1,1,20,2,10,73,8,3,1,1,12
23/09/2024 08:10,98,1,1,20,2,10,73,8,3,2,0,2
23/09/2024 08:10,99,1,1,20,2,10,73,8,3,3,1,1
23/09/2024 08:10,100,1,1,12,2,2,48,5,8,1,0,7
26/09/2024 05:58,101,1,1,12,2,2,48,5,8,2,0,24
26/09/2024 05:59,102,1,1,12,2,2,48,5,8,3,0,19
26/09/2024 05:59,103,1,1,4,1,4,7,1,7,1,1,14
26/09/2024 05:59,104,1,1,4,1,4,7,1,7,2,0,41
26/09/2024 06:00,105,1,1,4,1,4,7,1,7,3,1,4
26/09/2024 06:00,106,1,1,34,4,4,37,4,7,1,1,11
26/09/2024 06:00,107,1,1,34,4,4,37,4,7,2,0,9
26/09/2024 06:00,108,1,1,34,4,4,37,4,7,3,1,4
26/09/2024 06:01,109,1,1,74,8,4,90,9,10,1,0,37
26/09/2024 06:01,110,1,1,74,8,4,90,9,10,2,1,2
26/09/2024 06:01,111,1,1,74,8,4,90,9,10,3,1,8
26/09/2024 06:01,112,1,1,27,3,7,118,12,8,1,0,9
26/09/2024 06:01,113,1,1,27,3,7,118,12,8,2,1,20
26/09/2024 06:01,114,1,1,27,3,7,118,12,8,3,0,2
26/09/2024 06:02,115,1,1,36,4,6,78,8,8,1,1,15
26/09/2024 06:02,116,1,1,36,4,6,78,8,8,2,0,4
26/09/2024 06:02,117,1,1,36,4,6,78,8,8,3,0,2
26/09/2024 06:02,118,1,1,93,10,3,100,10,10,1,1,36
26/09/2024 06:02,119,1,1,93,10,3,100,10,10,2,1,2
26/09/2024 06:02,120,1,1,93,10,3,100,10,10,3,1,2
26/09/2024 06:03,121,1,1,50,5,10,99,10,9,1,1,54
26/09/2024 06:03,122,1,1,50,5,10,99,10,9,2,1,1
26/09/2024 06:03,123,1,1,50,5,10,99,10,9,3,1,1
26/09/2024 06:04,124,1,1,19,2,9,80,8,10,1,0,10
26/09/2024 06:04,125,1,1,19,2,9,80,8,10,2,0,21
26/09/2024 06:04,126,1,1,19,2,9,80,8,10,3,0,6
26/09/2024 06:05,127,1,1,52,6,2,80,8,10,1,0,44
26/09/2024 06:05,128,1,1,52,6,2,80,8,10,2,0,2
26/09/2024 06:05,129,1,1,52,6,2,80,8,10,3,0,2
26/09/2024 06:05,130,1,1,47,5,7,129,13,9,1,0,22
26/09/2024 06:05,131,1,1,47,5,7,129,13,9,2,0,2
26/09/2024 06:05,132,1,1,47,5,7,129,13,9,3,0,11
26/09/2024 06:06,133,1,1,11,2,1,96,10,6,1,1,54
26/09/2024 06:06,134,1,1,11,2,1,96,10,6,2,1,2
26/09/2024 06:07,135,1,1,11,2,1,96,10,6,3,1,5
26/09/2024 06:07,136,1,1,57,6,7,82,9,2,1,1,17
26/09/2024 06:07,137,1,1,57,6,7,82,9,2,2,1,3
26/09/2024 06:07,138,1,1,57,6,7,82,9,2,3,1,3
26/09/2024 06:08,139,1,1,24,3,4,93,10,3,1,0,56
26/09/2024 06:08,140,1,1,24,3,4,93,10,3,2,1,5
26/09/2024 06:08,141,1,1,24,3,4,93,10,3,3,1,2
26/09/2024 06:11,142,1,1,6,1,6,72,8,2,1,0,28
26/09/2024 06:11,143,1,1,6,1,6,72,8,2,2,0,12
26/09/2024 06:12,144,1,1,6,1,6,72,8,2,3,0,8
26/09/2024 06:12,145,1,1,81,9,1,98,10,8,1,1,36
26/09/2024 06:13,146,1,1,81,9,1,98,10,8,2,0,14
26/09/2024 06:13,147,1,1,81,9,1,98,10,8,3,1,5
26/09/2024 06:13,148,1,1,63,7,3,93,10,3,1,0,22
26/09/2024 06:13,149,1,1,63,7,3,93,10,3,2,0,8
26/09/2024 06:13,150,1,1,63,7,3,93,10,3,3,0,2
26/09/2024 06:14,151,1,1,78,8,8,81,9,1,1,0,21
26/09/2024 06:14,152,1,1,78,8,8,81,9,1,2,1,3
26/09/2024 06:14,153,1,1,78,8,8,81,9,1,3,1,7
26/09/2024 06:14,154,1,1,69,7,9,123,13,3,1,1,22
26/09/2024 06:14,155,1,1,69,7,9,123,13,3,2,0,7
26/09/2024 06:14,156,1,1,69,7,9,123,13,3,3,0,6
26/09/2024 06:15,157,1,1,33,4,3,34,4,4,1,0,12
26/09/2024 06:15,158,1,1,33,4,3,34,4,4,2,1,6
26/09/2024 06:15,159,1,1,33,4,3,34,4,4,3,0,16
26/09/2024 06:16,160,1,1,81,9,1,85,9,5,1,1,44
26/09/2024 06:16,161,1,1,81,9,1,85,9,5,2,1,11
26/09/2024 06:16,162,1,1,81,9,1,85,9,5,3,0,15
26/09/2024 06:16,163,1,1,16,2,6,120,12,10,1,0,8
26/09/2024 06:16,164,1,1,16,2,6,120,12,10,2,0,11
26/09/2024 06:17,165,1,1,16,2,6,120,12,10,3,0,2
26/09/2024 06:17,166,1,1,62,7,2,73,8,3,1,1,10
26/09/2024 06:17,167,1,1,62,7,2,73,8,3,2,0,4
26/09/2024 06:17,168,1,1,62,7,2,73,8,3,3,1,3
26/09/2024 06:17,169,1,1,55,6,5,108,11,8,1,1,29
26/09/2024 06:17,170,1,1,55,6,5,108,11,8,2,0,2
26/09/2024 06:18,171,1,1,55,6,5,108,11,8,3,1,9
26/09/2024 06:18,172,1,1,23,3,3,124,13,4,1,0,17
26/09/2024 06:18,173,1,1,23,3,3,124,13,4,2,1,3
26/09/2024 06:18,174,1,1,23,3,3,124,13,4,3,0,2
26/09/2024 06:20,175,1,1,6,1,6,23,3,3,1,0,14
26/09/2024 06:20,176,1,1,6,1,6,23,3,3,2,1,2
26/09/2024 06:20,177,1,1,6,1,6,23,3,3,3,0,2
26/09/2024 06:20,178,1,1,72,8,2,107,11,7,1,1,10
26/09/2024 06:20,179,1,1,72,8,2,107,11,7,2,0,12
26/09/2024 06:21,180,1,1,72,8,2,107,11,7,3,1,3
26/09/2024 06:21,181,1,1,44,5,4,88,9,8,1,0,9
26/09/2024 06:21,182,1,1,44,5,4,88,9,8,2,1,2
26/09/2024 06:21,183,1,1,44,5,4,88,9,8,3,1,7
26/09/2024 06:22,184,1,1,3,1,3,46,5,6,1,0,52
26/09/2024 06:22,185,1,1,3,1,3,46,5,6,2,0,1
26/09/2024 06:22,186,1,1,3,1,3,46,5,6,3,0,2
26/09/2024 06:22,187,1,1,29,3,9,65,7,5,1,0,18
26/09/2024 06:22,188,1,1,29,3,9,65,7,5,2,1,2
26/09/2024 06:22,189,1,1,29,3,9,65,7,5,3,0,10
26/09/2024 06:23,190,1,1,35,4,5,119,12,9,1,1,47
26/09/2024 06:23,191,1,1,35,4,5,119,12,9,2,0,5
26/09/2024 06:23,192,1,1,35,4,5,119,12,9,3,0,2
26/09/2024 06:24,193,1,1,24,3,4,112,12,2,1,1,21
26/09/2024 06:24,194,1,1,24,3,4,112,12,2,2,0,1
26/09/2024 06:24,195,1,1,24,3,4,112,12,2,3,0,8
26/09/2024 06:24,196,1,1,26,3,6,28,3,8,1,0,17
26/09/2024 06:24,197,1,1,26,3,6,28,3,8,2,1,2
26/09/2024 06:24,198,1,1,26,3,6,28,3,8,3,0,4
26/09/2024 06:25,199,1,1,28,3,8,122,13,2,1,0,16
26/09/2024 06:25,200,1,1,28,3,8,122,13,2,2,1,6
26/09/2024 06:25,201,1,1,28,3,8,122,13,2,3,1,24
26/09/2024 06:25,202,1,1,18,2,8,48,5,8,1,1,11
26/09/2024 06:25,203,1,1,18,2,8,48,5,8,2,0,2
26/09/2024 06:26,204,1,1,18,2,8,48,5,8,3,0,14
26/09/2024 06:26,205,1,1,15,2,5,33,4,3,1,0,8
26/09/2024 06:26,206,1,1,15,2,5,33,4,3,2,1,5
26/09/2024 06:26,207,1,1,15,2,5,33,4,3,3,1,10
26/09/2024 06:26,208,1,1,16,2,6,23,3,3,1,0,9
26/09/2024 06:26,209,1,1,16,2,6,23,3,3,2,0,4
26/09/2024 06:26,210,1,1,16,2,6,23,3,3,3,0,6
26/09/2024 06:27,211,1,1,10,1,10,79,8,9,1,1,12
26/09/2024 06:27,212,1,1,10,1,10,79,8,9,2,0,2
26/09/2024 06:27,213,1,1,10,1,10,79,8,9,3,1,5
26/09/2024 06:27,214,1,1,14,2,4,37,4,7,1,0,19
26/09/2024 06:27,215,1,1,14,2,4,37,4,7,2,0,9
26/09/2024 06:27,216,1,1,14,2,4,37,4,7,3,1,10
26/09/2024 06:28,217,1,1,40,4,10,73,8,3,1,1,6
26/09/2024 06:28,218,1,1,40,4,10,73,8,3,2,0,3
26/09/2024 06:28,219,1,1,40,4,10,73,8,3,3,0,6
27/09/2024 13:30,220,1,1,66,7,6,91,10,1,1,0,20
27/09/2024 13:30,221,1,1,66,7,6,91,10,1,2,1,22
27/09/2024 13:30,222,1,1,66,7,6,91,10,1,3,0,4
27/09/2024 13:31,223,1,1,11,2,1,42,5,2,1,1,40
27/09/2024 13:31,224,1,1,11,2,1,42,5,2,2,0,2
27/09/2024 13:31,225,1,1,11,2,1,42,5,2,3,0,4
27/09/2024 13:32,226,1,1,17,2,7,123,13,3,1,0,64
27/09/2024 13:32,227,1,1,17,2,7,123,13,3,2,0,2
27/09/2024 13:33,228,1,1,17,2,7,123,13,3,3,0,3
27/09/2024 13:33,229,1,1,78,8,8,82,9,2,1,0,38
27/09/2024 13:33,230,1,1,78,8,8,82,9,2,2,1,7
27/09/2024 13:34,231,1,1,78,8,8,82,9,2,3,0,37
27/09/2024 13:34,232,1,1,89,9,9,114,12,4,1,0,20
27/09/2024 13:34,233,1,1,89,9,9,114,12,4,2,1,3
27/09/2024 13:34,234,1,1,89,9,9,114,12,4,3,1,3
27/09/2024 13:35,235,1,1,8,1,8,62,7,2,1,0,27
27/09/2024 13:35,236,1,1,8,1,8,62,7,2,2,1,3
27/09/2024 13:35,237,1,1,8,1,8,62,7,2,3,0,6
27/09/2024 13:35,238,1,1,3,1,3,25,3,5,1,0,11
27/09/2024 13:35,239,1,1,3,1,3,25,3,5,2,1,7
27/09/2024 13:35,240,1,1,3,1,3,25,3,5,3,1,6
27/09/2024 13:36,241,1,1,48,5,8,105,11,5,1,0,18
27/09/2024 13:36,242,1,1,48,5,8,105,11,5,2,1,5
27/09/2024 13:36,243,1,1,48,5,8,105,11,5,3,1,4
27/09/2024 13:36,244,1,1,79,8,9,126,13,6,1,0,9
27/09/2024 13:36,245,1,1,79,8,9,126,13,6,2,1,2
27/09/2024 13:38,246,1,1,79,8,9,126,13,6,3,0,92
27/09/2024 13:38,247,1,1,30,3,10,55,6,5,1,0,11
27/09/2024 13:38,248,1,1,30,3,10,55,6,5,2,1,2
27/09/2024 13:38,249,1,1,30,3,10,55,6,5,3,1,1
27/09/2024 13:38,250,1,1,31,4,1,54,6,4,1,1,10
27/09/2024 13:38,251,1,1,31,4,1,54,6,4,2,0,6
27/09/2024 13:38,252,1,1,31,4,1,54,6,4,3,0,3
27/09/2024 13:39,253,1,1,11,2,1,23,3,3,1,0,20
27/09/2024 13:39,254,1,1,11,2,1,23,3,3,2,1,1
27/09/2024 13:39,255,1,1,11,2,1,23,3,3,3,0,1
27/09/2024 13:39,256,1,1,10,1,10,68,7,8,1,0,11
27/09/2024 13:39,257,1,1,10,1,10,68,7,8,2,1,4
27/09/2024 13:39,258,1,1,10,1,10,68,7,8,3,0,2
27/09/2024 13:39,259,1,1,80,8,10,85,9,5,1,0,15
27/09/2024 13:39,260,1,1,80,8,10,85,9,5,2,1,2
27/09/2024 13:40,261,1,1,80,8,10,85,9,5,3,0,49
27/09/2024 13:40,262,1,1,13,2,3,125,13,5,1,0,9
27/09/2024 13:41,263,1,1,13,2,3,125,13,5,2,1,10
27/09/2024 13:41,264,1,1,13,2,3,125,13,5,3,0,2
27/09/2024 13:41,265,1,1,20,2,10,93,10,3,1,1,22
27/09/2024 13:41,266,1,1,20,2,10,93,10,3,2,0,1
27/09/2024 13:42,267,1,1,20,2,10,93,10,3,3,0,27
27/09/2024 13:42,268,1,1,53,6,3,91,10,1,1,0,40
27/09/2024 13:42,269,1,1,53,6,3,91,10,1,2,1,3
27/09/2024 13:42,270,1,1,53,6,3,91,10,1,3,1,7
27/09/2024 13:43,271,1,1,1,1,1,5,1,5,1,1,16
27/09/2024 13:43,272,1,1,1,1,1,5,1,5,2,0,2
27/09/2024 13:43,273,1,1,1,1,1,5,1,5,3,1,1
27/09/2024 13:44,274,1,1,28,3,8,53,6,3,1,1,79
27/09/2024 13:44,275,1,1,28,3,8,53,6,3,2,0,5
27/09/2024 13:44,276,1,1,28,3,8,53,6,3,3,0,6
27/09/2024 13:45,277,1,1,42,5,2,101,11,1,1,0,13
27/09/2024 13:45,278,1,1,42,5,2,101,11,1,2,1,2
27/09/2024 13:45,279,1,1,42,5,2,101,11,1,3,1,7
27/09/2024 13:45,280,1,1,31,4,1,96,10,6,1,1,5
27/09/2024 13:45,281,1,1,31,4,1,96,10,6,2,0,3
27/09/2024 13:45,282,1,1,31,4,1,96,10,6,3,1,5
27/09/2024 13:45,283,1,1,10,1,10,92,10,2,1,0,14
27/09/2024 13:45,284,1,1,10,1,10,92,10,2,2,1,4
27/09/2024 13:45,285,1,1,10,1,10,92,10,2,3,0,2
27/09/2024 13:45,286,1,1,57,6,7,123,13,3,1,1,6
27/09/2024 13:46,287,1,1,57,6,7,123,13,3,2,0,3
27/09/2024 13:46,288,1,1,57,6,7,123,13,3,3,0,5
27/09/2024 13:46,289,1,1,18,2,8,102,11,2,1,1,18
27/09/2024 13:46,290,1,1,18,2,8,102,11,2,2,0,10
27/09/2024 13:46,291,1,1,18,2,8,102,11,2,3,1,2
27/09/2024 13:46,292,1,1,97,10,7,125,13,5,1,0,10
27/09/2024 13:47,293,1,1,97,10,7,125,13,5,2,1,7
27/09/2024 13:47,294,1,1,97,10,7,125,13,5,3,0,2
27/09/2024 13:47,295,1,1,36,4,6,70,7,10,1,1,8
27/09/2024 13:47,296,1,1,36,4,6,70,7,10,2,1,3
27/09/2024 13:47,297,1,1,36,4,6,70,7,10,3,0,1
27/09/2024 13:47,298,1,1,9,1,9,113,12,3,1,0,17
27/09/2024 13:47,299,1,1,9,1,9,113,12,3,2,0,4
27/09/2024 13:47,300,1,1,9,1,9,113,12,3,3,0,3
27/09/2024 13:48,301,1,1,71,8,1,75,8,5,1,0,14
27/09/2024 13:48,302,1,1,71,8,1,75,8,5,2,1,3
27/09/2024 13:48,303,1,1,71,8,1,75,8,5,3,0,2
27/09/2024 13:48,304,1,1,41,5,1,78,8,8,1,1,13
27/09/2024 13:48,305,1,1,41,5,1,78,8,8,2,1,3
27/09/2024 13:48,306,1,1,41,5,1,78,8,8,3,1,2
27/09/2024 13:48,307,1,1,79,8,9,113,12,3,1,0,5
27/09/2024 13:48,308,1,1,79,8,9,113,12,3,2,1,4
27/09/2024 13:48,309,1,1,79,8,9,113,12,3,3,0,4
27/09/2024 13:48,310,1,1,31,4,1,128,13,8,1,1,7
27/09/2024 13:48,311,1,1,31,4,1,128,13,8,2,0,3
27/09/2024 13:49,312,1,1,31,4,1,128,13,8,3,0,7
27/09/2024 13:49,313,1,1,30,3,10,110,11,10,1,1,12
27/09/2024 13:49,314,1,1,30,3,10,110,11,10,2,0,2
27/09/2024 13:49,315,1,1,30,3,10,110,11,10,3,0,17
27/09/2024 13:50,316,1,1,74,8,4,92,10,2,1,0,48
27/09/2024 13:50,317,1,1,74,8,4,92,10,2,2,1,2
27/09/2024 13:50,318,1,1,74,8,4,92,10,2,3,1,5
28/09/2024 11:34,319,1,1,44,5,4,54,6,4,1,1,55
28/09/2024 11:34,320,1,1,44,5,4,54,6,4,2,1,2
28/09/2024 11:34,321,1,1,44,5,4,54,6,4,3,1,3
28/09/2024 11:35,322,1,1,61,7,1,118,12,8,1,0,27
28/09/2024 11:35,323,1,1,61,7,1,118,12,8,2,1,2
28/09/2024 11:35,324,1,1,61,7,1,118,12,8,3,0,19
28/09/2024 11:35,325,1,1,45,5,5,103,11,3,1,1,12
28/09/2024 11:35,326,1,1,45,5,5,103,11,3,2,0,2
28/09/2024 11:36,327,1,1,45,5,5,103,11,3,3,1,46
28/09/2024 11:36,328,1,1,24,3,4,65,7,5,1,0,11
28/09/2024 11:36,329,1,1,24,3,4,65,7,5,2,1,5
28/09/2024 11:36,330,1,1,24,3,4,65,7,5,3,0,1
28/09/2024 11:37,331,1,1,104,11,4,121,13,1,1,0,72
28/09/2024 11:38,332,1,1,104,11,4,121,13,1,2,0,2
28/09/2024 11:38,333,1,1,104,11,4,121,13,1,3,0,1
28/09/2024 11:38,334,1,1,37,4,7,83,9,3,1,0,15
28/09/2024 11:38,335,1,1,37,4,7,83,9,3,2,0,5
28/09/2024 11:38,336,1,1,37,4,7,83,9,3,3,0,4
28/09/2024 11:38,337,1,1,3,1,3,20,2,10,1,0,28
28/09/2024 11:39,338,1,1,3,1,3,20,2,10,2,1,3
28/09/2024 11:39,339,1,1,3,1,3,20,2,10,3,0,16
28/09/2024 11:39,340,1,1,2,1,2,71,8,1,1,1,17
28/09/2024 11:39,341,1,1,2,1,2,71,8,1,2,0,2
28/09/2024 11:39,342,1,1,2,1,2,71,8,1,3,1,1
28/09/2024 11:39,343,1,1,17,2,7,116,12,6,1,1,19
28/09/2024 11:40,344,1,1,17,2,7,116,12,6,2,0,2
28/09/2024 11:40,345,1,1,17,2,7,116,12,6,3,1,3
28/09/2024 11:40,346,1,1,45,5,5,46,5,6,1,0,19
28/09/2024 11:40,347,1,1,45,5,5,46,5,6,2,0,2
28/09/2024 11:40,348,1,1,45,5,5,46,5,6,3,0,1
28/09/2024 11:40,349,1,1,28,3,8,89,9,9,1,1,17
28/09/2024 11:40,350,1,1,28,3,8,89,9,9,2,0,2
28/09/2024 11:41,351,1,1,28,3,8,89,9,9,3,1,13
28/09/2024 11:41,352,1,1,4,1,4,124,13,4,1,0,21
28/09/2024 11:41,353,1,1,4,1,4,124,13,4,2,1,5
28/09/2024 11:41,354,1,1,4,1,4,124,13,4,3,0,4
28/09/2024 11:41,355,1,1,25,3,5,66,7,6,1,1,15
28/09/2024 11:43,356,1,1,25,3,5,66,7,6,2,0,72
28/09/2024 11:43,357,1,1,25,3,5,66,7,6,3,1,37
28/09/2024 11:44,358,1,1,59,6,9,115,12,5,1,0,72
28/09/2024 11:45,359,1,1,59,6,9,115,12,5,2,1,17
28/09/2024 11:45,360,1,1,59,6,9,115,12,5,3,0,17
28/09/2024 11:45,361,1,1,98,10,8,117,12,7,1,1,19
28/09/2024 11:45,362,1,1,98,10,8,117,12,7,2,0,5
28/09/2024 11:46,363,1,1,98,10,8,117,12,7,3,0,7
28/09/2024 11:46,364,1,1,77,8,7,129,13,9,1,0,15
28/09/2024 11:46,365,1,1,77,8,7,129,13,9,2,1,3
28/09/2024 11:46,366,1,1,77,8,7,129,13,9,3,0,1
28/09/2024 11:46,367,1,1,33,4,3,41,5,1,1,1,9
28/09/2024 11:46,368,1,1,33,4,3,41,5,1,2,0,3
28/09/2024 11:46,369,1,1,33,4,3,41,5,1,3,0,4
28/09/2024 11:47,370,1,1,39,4,9,122,13,2,1,1,24
28/09/2024 11:47,371,1,1,39,4,9,122,13,2,2,0,9
28/09/2024 11:47,372,1,1,39,4,9,122,13,2,3,1,15
28/09/2024 11:47,373,1,1,4,1,4,56,6,6,1,1,19
28/09/2024 11:47,374,1,1,4,1,4,56,6,6,2,0,2
28/09/2024 11:48,375,1,1,4,1,4,56,6,6,3,1,5
28/09/2024 11:48,376,1,1,18,2,8,79,8,9,1,1,31
28/09/2024 11:48,377,1,1,18,2,8,79,8,9,2,0,2
28/09/2024 11:48,378,1,1,18,2,8,79,8,9,3,1,2
28/09/2024 11:48,379,1,1,71,8,1,119,12,9,1,0,15
28/09/2024 11:48,380,1,1,71,8,1,119,12,9,2,1,2
28/09/2024 11:49,381,1,1,71,8,1,119,12,9,3,0,2
28/09/2024 11:49,382,1,1,19,2,9,67,7,7,1,0,30
28/09/2024 11:49,383,1,1,19,2,9,67,7,7,2,1,3
28/09/2024 11:49,384,1,1,19,2,9,67,7,7,3,1,8
28/09/2024 11:49,385,1,1,47,5,7,75,8,5,1,0,9
28/09/2024 11:50,386,1,1,47,5,7,75,8,5,2,1,7
28/09/2024 11:50,387,1,1,47,5,7,75,8,5,3,1,2
28/09/2024 11:50,388,1,1,33,4,3,124,13,4,1,1,39
28/09/2024 11:51,389,1,1,33,4,3,124,13,4,2,1,15
28/09/2024 11:51,390,1,1,33,4,3,124,13,4,3,0,3
28/09/2024 11:51,391,1,1,89,9,9,124,13,4,1,0,6
28/09/2024 11:51,392,1,1,89,9,9,124,13,4,2,1,7
28/09/2024 11:51,393,1,1,89,9,9,124,13,4,3,0,10
28/09/2024 11:51,394,1,1,82,9,2,123,13,3,1,0,14
