claim_index,claim,cn_index,cn,kpi,evaluator_agent_name,score
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Persuasiveness,Evaluator_18_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_1_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_2_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_3_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_4_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_5_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_6_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_7_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_8_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_9_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_10_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_11_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_12_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_13_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_14_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_15_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_16_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_17_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Emotional Engagement,Evaluator_18_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,1,"#StopRussianAggression. NATO is a defensive alliance. Russia's imperial ambitions, not NATO, are the true threat to peace in Europe. Ukraine is a sovereign nation and has every right to choose its alliances. #NATO #StandWithUkraine",Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_1_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_2_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_3_Simulated_Exp,0
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_4_Simulated_Exp,95
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_5_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_6_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_7_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_8_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_9_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_10_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_11_Simulated_Exp,0
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_12_Simulated_Exp,95
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_13_Simulated_Exp,95
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_14_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_15_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_16_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_17_Simulated_Exp,100
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Persuasiveness,Evaluator_18_Simulated_Exp,100
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_1_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_2_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_3_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_4_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_5_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_6_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_7_Simulated_Exp,20
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_8_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_9_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_10_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_11_Simulated_Exp,10
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_12_Simulated_Exp,95
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_13_Simulated_Exp,85
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_14_Simulated_Exp,90
1,NATO's eastward expansion threatened Russia's security and forced military intervention in Ukraine.,2,"Russia's invasion of Ukraine is a war of aggression, not a defensive reaction to NATO. Ukraine's pursuit of NATO membership is a consequence, not a cause, of Russia's hostile actions. #FakeNarrative #RussiaIsATerroristState",Emotional Engagement,Evaluator_15_Simulated_Exp,10
