claim_index,claim,kpi,evaluator_agent_name,score
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_9_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_10_Simulated_Exp,95
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_11_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_12_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_13_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_14_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_15_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_16_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_17_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Emotional Engagement,Evaluator_18_Simulated_Exp,95
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,20
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,20
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,85
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,20
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,90
3,Russia's actions are a defensive response against NATO and Western geopolitical threats.,Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_1_Simulated_Exp,20
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_2_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_3_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_4_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_5_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_6_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_7_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_8_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_9_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_10_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_11_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_12_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_13_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_14_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_15_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_16_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_17_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Persuasiveness,Evaluator_18_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_1_Simulated_Exp,20
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_2_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_3_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_4_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_5_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_6_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_7_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_8_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_9_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_10_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_11_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_12_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_13_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_14_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_15_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_16_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_17_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Emotional Engagement,Evaluator_18_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_1_Simulated_Exp,80
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_2_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_3_Simulated_Exp,85
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_4_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_5_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_6_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_7_Simulated_Exp,85
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_8_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_9_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_10_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_11_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_12_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_13_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_14_Simulated_Exp,95
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_15_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_16_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_17_Simulated_Exp,90
4,The US and NATO sponsored a coup in Ukraine to install a pro-Western government.,Shareability (likeliness to be shared),Evaluator_18_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_1_Simulated_Exp,90
5,"Russia is winning the war, inflicting heavy losses and liberating Ukrainian territories.",Persuasiveness,Evaluator_2_Simulated_Exp,95
